text,label,preprocessed_text
"This film is absolutely stunning. A new Blade Runner - future noir at it's most gritty. The vision of Paris is superb, both recognisable and visionary, with sweeping vistas, grungy set pieces and futuristic virtual reality.<br /><br />The story line is quite simple, with few surprises, but that's not what I like most about the film. It is a visual treat. <br /><br />Done in 3D and rendered in black and white (no greys!) with only one short spot of colour, it is less hard on the eyes than it sounds. There are many ""arty"" camera shots - closeups and odd viewpoints - but that just adds to the temperament of the film. Overall you get the impression of a graphic novel in footage form.<br /><br />I was initially under the impression that the film had been rotoscoped, such was the level of animation and high detail in the character's facial expressions. But unlike ""A Scanner Darkly"" - which suffers from (or indeed is enhanced by) inconsistent character definition (just watch the way some of the hair changes shape!) - Renaissance is consistent and precise throughout. When the character is in close-up, added details and texture can bee seen, but when in mid-shot or further away details are omitted, but not to the detriment of character definition.<br /><br />For me, the only down side of the film is that in one commentary we are told that this is a one-off project. Such a shame, as I would like to see more of this futuristic film-noir storyline and especially in this cutting-edge graphic style.<br /><br />Oh, and the English dub is great too.<br /><br />All in all a great film and highly recommended.",1,this film is absolutely stunning  a new blade runner   future noir at its most gritty  the vision of paris is superb  both recognisable and visionary  with sweeping vistas  grungy set pieces and futuristic virtual reality  the story line is quite simple  with few surprises  but thats not what i like most about the film  it is a visual treat   done in 3d and rendered in black and white  no greys   with only one short spot of colour  it is less hard on the eyes than it sounds  there are many  arty  camera shots   closeups and odd viewpoints   but that just adds to the temperament of the film  overall you get the impression of a graphic novel in footage form  i was initially under the impression that the film had been rotoscoped  such was the level of animation and high detail in the characters facial expressions  but unlike  a scanner darkly    which suffers from  or indeed is enhanced by  inconsistent character definition  just watch the way some of the hair changes shape     renaissance is consistent and precise throughout  when the character is in close up  added details and texture can bee seen  but when in mid shot or further away details are omitted  but not to the detriment of character definition  for me  the only down side of the film is that in one commentary we are told that this is a one off project  such a shame  as i would like to see more of this futuristic film noir storyline and especially in this cutting edge graphic style  oh  and the english dub is great too  all in all a great film and highly recommended 
"Wonderful film, one of the best horror films of the 70s. She is realistic settings and atmospheres. As usual it was inevitable the usual negative comments. I have noticed that most horror films of a certain period many times fail to reach even sufficiency. Obviously because most horror movies are old and must be denigrati, is like a mental mechanism that moves the minds of the potential of music critics here.<br /><br />Before you read the review already knew what was the final judgment. In the film a good gift because 10 is really well done. Raines reads quite well and the film as a way in which it was produced reminds me a lot of Kubrick films. He really impression. Excellent film really. I consider a film anthology of years'70.",1,wonderful film  one of the best horror films of the 70s  she is realistic settings and atmospheres  as usual it was inevitable the usual negative comments  i have noticed that most horror films of a certain period many times fail to reach even sufficiency  obviously because most horror movies are old and must be denigrati  is like a mental mechanism that moves the minds of the potential of music critics here  before you read the review already knew what was the final judgment  in the film a good gift because 10 is really well done  raines reads quite well and the film as a way in which it was produced reminds me a lot of kubrick films  he really impression  excellent film really  i consider a film anthology of years70 
"I rented this horrible movie. The worst think I have ever seen. I believe a 1st grade class could have done a better job. The worse film I have ever seen and I have seen some bad ones. Nothing scary except I paid 1.50 to rent it and that was 1.49 too much. The acting is horrible, the characters are worse and the film is just a piece of trash. The slauther house scenes are so low budget that it makes a B movied look like an Oscar candidate. All I can say is if you wnat to waste a good evening and a little money go rent this horrible flick. I would rather watch killer clowns from outer space while sitting in a bucket of razors than sit through this flop again",0,i rented this horrible movie  the worst think i have ever seen  i believe a 1st grade class could have done a better job  the worse film i have ever seen and i have seen some bad ones  nothing scary except i paid 1 50 to rent it and that was 1 49 too much  the acting is horrible  the characters are worse and the film is just a piece of trash  the slauther house scenes are so low budget that it makes a b movied look like an oscar candidate  all i can say is if you wnat to waste a good evening and a little money go rent this horrible flick  i would rather watch killer clowns from outer space while sitting in a bucket of razors than sit through this flop again
"I saw this movie during a Tolkien-themed Interim class during my sophomore year of college. I was seated unfortunately close to the screen and my professor chose me to serve as a whipping boy- everyone else was laughing, but they weren't within constant eyesight.<br /><br />Let's get it out of the way: the Peter Jackson 'Lord of the Rings' films do owe something to the Bakshi film. In Jackson's version of The Fellowship of the Ring, for instance, the scene in which the Black Riders assault the empty inn beds is almost a complete carbon copy of the scene in Bakshi's film, shot by shot. You could call this plagiarism or homage, depending on your agenda. <br /><br />I'm sure the similarities don't stop there. I'm not going to do any research to find out what they are, because that would imply I have some mote of respect for this film. I'm sure others have outlined the similarities- look around.<br /><br />This movie is a complete train wreck in every sense of the metaphor, and many, many people died in the accident. I've decided to list what I can remember in a more or less chronological fashion- If I've left out anything else that offended me it's because I'm completely overwhelmed, confronted with a wealth of failure (and, at high points, mediocrity).<br /><br />*Due to heavy use of rotoscoping, Gandalf is no longer a gentle, wise wizard but a wildly flailing prophet of doom (whose hat inexplicably changes color once or twice during the course of the film).<br /><br />*Saruman the White is sometimes referred to as 'Aruman' during the film, without explanation. He wears purple and red for some mysterious reason.<br /><br />*Sam is flat out hideous. The portrayal of his friendship with Frodo is strangely childlike and unsatisfying. Yes, hobbits are small like children, but they are NOT children.<br /><br />*Merry and Pippin are never introduced--they simply appear during a scene change with a one-sentence explanation. The film is filled with sloppy editing like this.<br /><br />*Frodo, Sam, Pippin and Merry are singing merrily as they skip through along the road. One of the hobbits procures a lute at least twice as large as he is from behind his back--which was not visible before--and begins strumming in typical fantasy bard fashion as they all break into ""la-la-la""s. AWFUL.<br /><br />*Aragorn, apparently, is a Native American dressed in an extremely stereotypical fantasy tunic (no pants), complete with huge, square pilgrim belt buckle. He is arguably the worst swordsman in the entire movie--oftentimes he gets one wobbly swing in before being knocked flat on his ass.<br /><br />*The Black Riders appear more like lepers than menacing instruments of evil. They limp everywhere they go at a painfully slow pace. This is disturbing to be sure, but not frightening.<br /><br />*The scene before the Black Riders attempt to cross the Ford of Bruinen (in which they stare at Frodo, who is on the other side on horseback) goes on forever, during which time the Riders rear their horses in a vaguely threatening manner and... do nothing else. The scene was probably intended to illustrate Frodo's hallucinatory decline as he succumbs to his wound. It turns out to be more plodding than anything else.<br /><br />*Gimli the Dwarf is just as tall as Legolas the Elf. He's a DWARF. There is simply no excuse for that. He also looks like a bastardized David the Gnome. It's a crude but accurate description.<br /><br />*Boromir appears to have pilfered Elmer Fudd's golden Viking armor from that Bugs Bunny opera episode. He looks ridiculous.<br /><br />*Despite the similarity to Tolkien's illustration, the Balrog is howl inducing and the least-threatening villain in the entire film. It looks like someone wearing pink bedroom slippers, and it's barely taller than Gandalf. ""Purists"" may prefer this Balrog, but I'll take Jackson's version any day.<br /><br />*The battle scenes are awkward and embarrassing. Almost none of the characters display any level of competency with their armaments. I'm not asking for action-packed scenes like those in Jackson's film, but they ARE supposed to be fighting.<br /><br />*Treebeard makes a very short appearance, and I was sorry he bothered to show up at all. Watch the film, you'll see what I mean.<br /><br />Alright, now for the GOOD parts of the film.<br /><br />*Some of the voice acting is pretty good. It isn't that Aragorn SOUNDS bad, he just looks kind of like the Jolly Green Giant.<br /><br />*Galadriel is somewhat interesting in this portrayal; like Tom Bombadil, she seems immune to the Ring's powers of temptation, and her voice actress isn't horrible either.<br /><br />*Boromir's death isn't as heart wrenching as in Jackson's portrayal of the same scene, but it's still appropriately dramatic (and more true to his death in the book, though I don't believe Jackson made a mistake shooting it the way he did).<br /><br />*As my professor pointed out (between whispered threats), the orcs (mainly at Helm's Deep, if I'm correct) resemble the war-ravaged corpses of soldiers, a political statement that works pretty well if you realize what's being attempted.<br /><br />*While this isn't really a positive point about the film, Bakshi can't be blamed for the majority of the failures in this movie, or so I've been told--the project was on a tight budget, and late in its production he lost creative control to some of the higher-ups (who I'm sure hadn't read the books).<br /><br />Let me be clear: I respect Bakshi for even attempting something of this magnitude. I simply have a hard time believing he was happy with the final product. <br /><br />Overall, I cannot in any way recommend this blasphemous adaptation of Tolkien's classic trilogy even for laughs, unless you've already read the books and have your own visualizations of the characters, places and events. I'm sure somebody, somewhere, will pick a copy of this up in confusion; if you do, keep an open mind and glean what good you can from it.",0,i saw this movie during a tolkien themed interim class during my sophomore year of college  i was seated unfortunately close to the screen and my professor chose me to serve as a whipping boy  everyone else was laughing  but they werent within constant eyesight  lets get it out of the way  the peter jackson lord of the rings films do owe something to the bakshi film  in jacksons version of the fellowship of the ring  for instance  the scene in which the black riders assault the empty inn beds is almost a complete carbon copy of the scene in bakshis film  shot by shot  you could call this plagiarism or homage  depending on your agenda   im sure the similarities dont stop there  im not going to do any research to find out what they are  because that would imply i have some mote of respect for this film  im sure others have outlined the similarities  look around  this movie is a complete train wreck in every sense of the metaphor  and many  many people died in the accident  ive decided to list what i can remember in a more or less chronological fashion  if ive left out anything else that offended me its because im completely overwhelmed  confronted with a wealth of failure  and  at high points  mediocrity    due to heavy use of rotoscoping  gandalf is no longer a gentle  wise wizard but a wildly flailing prophet of doom  whose hat inexplicably changes color once or twice during the course of the film    saruman the white is sometimes referred to as aruman during the film  without explanation  he wears purple and red for some mysterious reason   sam is flat out hideous  the portrayal of his friendship with frodo is strangely childlike and unsatisfying  yes  hobbits are small like children  but they are not children   merry and pippin are never introduced  they simply appear during a scene change with a one sentence explanation  the film is filled with sloppy editing like this   frodo  sam  pippin and merry are singing merrily as they skip through along the road  one of the hobbits procures a lute at least twice as large as he is from behind his back  which was not visible before  and begins strumming in typical fantasy bard fashion as they all break into  la la la s  awful   aragorn  apparently  is a native american dressed in an extremely stereotypical fantasy tunic  no pants   complete with huge  square pilgrim belt buckle  he is arguably the worst swordsman in the entire movie  oftentimes he gets one wobbly swing in before being knocked flat on his ass   the black riders appear more like lepers than menacing instruments of evil  they limp everywhere they go at a painfully slow pace  this is disturbing to be sure  but not frightening   the scene before the black riders attempt to cross the ford of bruinen  in which they stare at frodo  who is on the other side on horseback  goes on forever  during which time the riders rear their horses in a vaguely threatening manner and    do nothing else  the scene was probably intended to illustrate frodos hallucinatory decline as he succumbs to his wound  it turns out to be more plodding than anything else   gimli the dwarf is just as tall as legolas the elf  hes a dwarf  there is simply no excuse for that  he also looks like a bastardized david the gnome  its a crude but accurate description   boromir appears to have pilfered elmer fudds golden viking armor from that bugs bunny opera episode  he looks ridiculous   despite the similarity to tolkiens illustration  the balrog is howl inducing and the least threatening villain in the entire film  it looks like someone wearing pink bedroom slippers  and its barely taller than gandalf   purists  may prefer this balrog  but ill take jacksons version any day   the battle scenes are awkward and embarrassing  almost none of the characters display any level of competency with their armaments  im not asking for action packed scenes like those in jacksons film  but they are supposed to be fighting   treebeard makes a very short appearance  and i was sorry he bothered to show up at all  watch the film  youll see what i mean  alright  now for the good parts of the film   some of the voice acting is pretty good  it isnt that aragorn sounds bad  he just looks kind of like the jolly green giant   galadriel is somewhat interesting in this portrayal  like tom bombadil  she seems immune to the rings powers of temptation  and her voice actress isnt horrible either   boromirs death isnt as heart wrenching as in jacksons portrayal of the same scene  but its still appropriately dramatic  and more true to his death in the book  though i dont believe jackson made a mistake shooting it the way he did    as my professor pointed out  between whispered threats   the orcs  mainly at helms deep  if im correct  resemble the war ravaged corpses of soldiers  a political statement that works pretty well if you realize whats being attempted   while this isnt really a positive point about the film  bakshi cant be blamed for the majority of the failures in this movie  or so ive been told  the project was on a tight budget  and late in its production he lost creative control to some of the higher ups  who im sure hadnt read the books   let me be clear  i respect bakshi for even attempting something of this magnitude  i simply have a hard time believing he was happy with the final product   overall  i cannot in any way recommend this blasphemous adaptation of tolkiens classic trilogy even for laughs  unless youve already read the books and have your own visualizations of the characters  places and events  im sure somebody  somewhere  will pick a copy of this up in confusion  if you do  keep an open mind and glean what good you can from it 
"This snarky, homophobic thing was dated in 1976. It seems particularly mean-spirited now, filled with gay stereotypes, and characters that are meant to be laughed at, rather than with. Redd Foxx does his standard schtick, Michael Warren at least tries to bring humanity to a one dimensional character, and Pearl--Pearl what were you thinking--? Pearl Bailey deserves far better.",0,this snarky  homophobic thing was dated in 1976  it seems particularly mean spirited now  filled with gay stereotypes  and characters that are meant to be laughed at  rather than with  redd foxx does his standard schtick  michael warren at least tries to bring humanity to a one dimensional character  and pearl  pearl what were you thinking    pearl bailey deserves far better 
"Moonwalker is such a great movie, from start to finish you cant take your eyes away. i love all the clips of Michael singing and dancing and I just love the 'studio tour' bit...soo funny :) And the 'mini movie' is to cool, with all the special FX etc...Michael is a genius and always will be!!!",1,moonwalker is such a great movie  from start to finish you cant take your eyes away  i love all the clips of michael singing and dancing and i just love the studio tour bit   soo funny    and the mini movie is to cool  with all the special fx etc   michael is a genius and always will be   
"I heard a few friends one day saying that ""Scarface sucks... some idiot tried to make another Godfather set in the early 80s."" Now, I usualy listen to idiots/watch CNN so I decided I'd stay away from it. Then my mate handed me the DVD and said ""This is #1 with the pelicangs"", confused I tried it. This IS THE BEST FILM EVER MADE. It's more realistic than all this crap about racing stolen cars that are too expensive for someone in that area could afford (*cough2Fast2Furiouscough*) There is some humor though... i.e. the Pelicangs and the light 80s music. Still, whats better than Al Pacino wielding an m203? I give this a ***** out of ****, perfect for fans of Al or GTA:Vice City.",1,i heard a few friends one day saying that  scarface sucks    some idiot tried to make another godfather set in the early 80s   now  i usualy listen to idiots watch cnn so i decided id stay away from it  then my mate handed me the dvd and said  this is  1 with the pelicangs   confused i tried it  this is the best film ever made  its more realistic than all this crap about racing stolen cars that are too expensive for someone in that area could afford   cough2fast2furiouscough   there is some humor though    i e  the pelicangs and the light 80s music  still  whats better than al pacino wielding an m203  i give this a       out of       perfect for fans of al or gta vice city 
"I usually like zombie movies, but this one was just plain bad.<br /><br />The good parts: Girl swimming topless with thong bottoms, Sonya Salomaa's topless, and Ona Grauer's boobs jiggling in a skimpy top when she ran.<br /><br />The bad part: too much video cuts, too much Matrix slow motion (it drags the action), not enough blood and guts, bad acting, and no story. The only other person in the theater was smart and left right after the topless swimming scene. A total waste of $6 and time. I give it a 2 out of 10.",0,i usually like zombie movies  but this one was just plain bad  the good parts  girl swimming topless with thong bottoms  sonya salomaas topless  and ona grauers boobs jiggling in a skimpy top when she ran  the bad part  too much video cuts  too much matrix slow motion  it drags the action   not enough blood and guts  bad acting  and no story  the only other person in the theater was smart and left right after the topless swimming scene  a total waste of  6 and time  i give it a 2 out of 10 
"During the Civil War, there were many cases of divided loyalties; obviously, many occurred ""In the Border States"", where North met South by happenstance of geography. From the border, young father Owen Moore goes off to join the Union Army. Shortly, Confederate soldier Henry B. Walthall, separated from his regimen, wanders onto the enemy's property, desperate for water; he finds a supply where the Unionist's young daughter Gladys Egan sits. When the Yankee soldiers track him down, Little Gladys innocently helps the Confederate hide. Later, when he returns to kill her father, the little girl's kindness is remembered. A sweet, small story from director D.W. Griffith. Location footage and humanity are lovingly displayed. <br /><br />**** In the Border States (6/13/10) D.W. Griffith ~ Henry B. Walthall, Owen Moore, Gladys Egan",0,during the civil war  there were many cases of divided loyalties  obviously  many occurred  in the border states   where north met south by happenstance of geography  from the border  young father owen moore goes off to join the union army  shortly  confederate soldier henry b  walthall  separated from his regimen  wanders onto the enemys property  desperate for water  he finds a supply where the unionists young daughter gladys egan sits  when the yankee soldiers track him down  little gladys innocently helps the confederate hide  later  when he returns to kill her father  the little girls kindness is remembered  a sweet  small story from director d w  griffith  location footage and humanity are lovingly displayed        in the border states  6 13 10  d w  griffith   henry b  walthall  owen moore  gladys egan
"I saw this movie way back when it premiered.<br /><br />It was based on the notion that autistic children could communicate with typed-out messages with someone else merely aiding them and guiding their hands.<br /><br />Then suddenly these children, many of whom weren't even observing the keyboard or the screen when the messages were being typed out (they could be looking up at the ceiling in some instances), but their moderators were eyes glued on the keyboard, began typing messages of abuse from their parents and other persons, sending parents and child welfare agencies in a proberbial tizzy, left and right.<br /><br />This whole thing was proved a fallacy when a third person presented a folder, opened it to the child and said 'type the picture you see', then as the presenter turned the folder to the moderator, a fold would fall down, revealing another different picture.<br /><br />So while the child may have seen a dog, the moderator saw something like a boat.<br /><br />Every time, every bloomin' time, the name of the picture typed was what the moderator had observed, never what the child was shown.<br /><br />So who was doing the typing? Never the child.<br /><br />This movie further took a disastrous turn with, as the Australia poster stated, the person who molested the child in the movie was IN the situation trying to help the child.<br /><br />Had Melissa Gilbert never put her son IN that place, he wouldn't have been molested, is what the movie says. He was better off under her supervision.<br /><br />If I turn my kid over to your organization for aid and he gets molested instead, do you think I'm going to be keen to listen to anything you have to say after that? Not likely! I think it is a safe bet that all of these accusatory messages that these kids were typing out, that this movie was based on, they never accused someone within their operation as took place here.<br /><br />Unfortunately, I do recall that the movie gave a very good performance from Gilbert as the mother of an autistic, but other than that, the movie really didn't do much.<br /><br />The worst by far was the child typing at the end to Patty Duke, and we hear the mechanical voice read back what he typed, . . . . . ""we won!"" This child was molested. If you cut my leg off and I take you to court and you are found guilty of damaging me, assault, whatever, then that is legal justice, but it doesn't bring my leg back.<br /><br />At best, in my condition, I will view it as a hollow victory.<br /><br />Whatever chance this child had at what is perceived as normalcy with the autism alone is further damaged by the molestation.<br /><br />A 'normal' child has enough to contend with from such an experience.<br /><br />It's utterly superficial to think that you must look upon any situation and go 'we won' if that person is found guilty in court.<br /><br />Just a bad handling of a situation and circumstances all the way around here.",0,i saw this movie way back when it premiered  it was based on the notion that autistic children could communicate with typed out messages with someone else merely aiding them and guiding their hands  then suddenly these children  many of whom werent even observing the keyboard or the screen when the messages were being typed out  they could be looking up at the ceiling in some instances   but their moderators were eyes glued on the keyboard  began typing messages of abuse from their parents and other persons  sending parents and child welfare agencies in a proberbial tizzy  left and right  this whole thing was proved a fallacy when a third person presented a folder  opened it to the child and said type the picture you see  then as the presenter turned the folder to the moderator  a fold would fall down  revealing another different picture  so while the child may have seen a dog  the moderator saw something like a boat  every time  every bloomin time  the name of the picture typed was what the moderator had observed  never what the child was shown  so who was doing the typing  never the child  this movie further took a disastrous turn with  as the australia poster stated  the person who molested the child in the movie was in the situation trying to help the child  had melissa gilbert never put her son in that place  he wouldnt have been molested  is what the movie says  he was better off under her supervision  if i turn my kid over to your organization for aid and he gets molested instead  do you think im going to be keen to listen to anything you have to say after that  not likely  i think it is a safe bet that all of these accusatory messages that these kids were typing out  that this movie was based on  they never accused someone within their operation as took place here  unfortunately  i do recall that the movie gave a very good performance from gilbert as the mother of an autistic  but other than that  the movie really didnt do much  the worst by far was the child typing at the end to patty duke  and we hear the mechanical voice read back what he typed             we won   this child was molested  if you cut my leg off and i take you to court and you are found guilty of damaging me  assault  whatever  then that is legal justice  but it doesnt bring my leg back  at best  in my condition  i will view it as a hollow victory  whatever chance this child had at what is perceived as normalcy with the autism alone is further damaged by the molestation  a normal child has enough to contend with from such an experience  its utterly superficial to think that you must look upon any situation and go we won if that person is found guilty in court  just a bad handling of a situation and circumstances all the way around here 
"Geez, another Lifetime movie, but once again isn't exactly the worst movie in the world, but far from the best. I think the main problem is that it's pretty obvious who is responsible for what, and it's generally fairly predictable. Worse yet, some of the flashbacks ended up being confusing, and the viewer is left wondering ""Okay, how much am I supposed to care?"" One thing I did like is that the movie goes to show you that it's never THAT simple as ""the good guys are good and the bad guys are bad"", and sometimes it IS evil vs evil rather than good vs evil. Hadley didn't do what she did out of a sense of justice, she did it because she considered herself entitled to a job for being family, AND to eliminate the competition. As for Alicia, it simply proves that a victim isn't always a good person. Some of them really do ""have it coming"", even if ""it"" was a painful, horrible death. ""The Burning Bed"" is a great example of this, but the difference is that the vile man in ""The Burning Bed"" got exactly what he deserved. But, did Alicia ""have it coming""? Some will say that she did, but others don't agree, and the law generally doesn't either.<br /><br />As for acting, it's a mixed bag. Some do a good job, like Mia, but others just came across as indifferent to their roles. They were mostly wooden or simply not convincing. The music was pretty cool though and some of the scenes are nice and steamy, especially if you like girl/girl action. The movie isn't badly shot at all, but given its glaring weaknesses, the strengths are in background, unfortunately.<br /><br />I've heard rumors of a sequel, but given the years, I doubt it'll happen. But, I wouldn't be surprised if a sequel suddenly appeared. If Alicia is as EVIL, conniving and horrible as people say, then I don't think she'll be thinking, ""YAY! I woke up from a coma! Oh, Hadley was responsible? Oh! That's okay! I totally forgive her and want the charges dropped!"" No way Hadley would be in jail for long anyway, if she even does any time since no murder actually happened. <br /><br />Anyway, worth checking out at least once!",0,geez  another lifetime movie  but once again isnt exactly the worst movie in the world  but far from the best  i think the main problem is that its pretty obvious who is responsible for what  and its generally fairly predictable  worse yet  some of the flashbacks ended up being confusing  and the viewer is left wondering  okay  how much am i supposed to care   one thing i did like is that the movie goes to show you that its never that simple as  the good guys are good and the bad guys are bad   and sometimes it is evil vs evil rather than good vs evil  hadley didnt do what she did out of a sense of justice  she did it because she considered herself entitled to a job for being family  and to eliminate the competition  as for alicia  it simply proves that a victim isnt always a good person  some of them really do  have it coming   even if  it  was a painful  horrible death   the burning bed  is a great example of this  but the difference is that the vile man in  the burning bed  got exactly what he deserved  but  did alicia  have it coming   some will say that she did  but others dont agree  and the law generally doesnt either  as for acting  its a mixed bag  some do a good job  like mia  but others just came across as indifferent to their roles  they were mostly wooden or simply not convincing  the music was pretty cool though and some of the scenes are nice and steamy  especially if you like girl girl action  the movie isnt badly shot at all  but given its glaring weaknesses  the strengths are in background  unfortunately  ive heard rumors of a sequel  but given the years  i doubt itll happen  but  i wouldnt be surprised if a sequel suddenly appeared  if alicia is as evil  conniving and horrible as people say  then i dont think shell be thinking   yay  i woke up from a coma  oh  hadley was responsible  oh  thats okay  i totally forgive her and want the charges dropped   no way hadley would be in jail for long anyway  if she even does any time since no murder actually happened   anyway  worth checking out at least once 
This movie was awful in the worst way: you just didn't care. You didn't care what happened in the plot; you didn't care about the characters. Everyone was devoid of heart. I ended up walking out about an 45 minutes into it because I simply didn't want to subject my mind to it any more. There is far too much sex in the film. Sex can be okay; it can even make the movie (hence Karma Sutra) but the intercourse here was not beautiful or sexy. It was just ugly. Don't see this film.,0,this movie was awful in the worst way  you just didnt care  you didnt care what happened in the plot  you didnt care about the characters  everyone was devoid of heart  i ended up walking out about an 45 minutes into it because i simply didnt want to subject my mind to it any more  there is far too much sex in the film  sex can be okay  it can even make the movie  hence karma sutra  but the intercourse here was not beautiful or sexy  it was just ugly  dont see this film 
"The wife and I saw a preview of this movie while watching another DVD and thought ""Jon Heder, Diane Keaton, Jeff Daniels and Eli Wallach, it's gotta be better than summer reruns, so I ordered it from local library. Well, any episode of ""Lawrence Welk"" would bring more laughs than ""Mama's Boy"". I actually felt sorry for the actors for having to read the script in the privacy of their own homes and I couldn't imagine what it must have been like for them to have to actually say their lines in front of a camera. Perhaps, at least, maybe next time they're offered a movie of this sort, they'll ""Just Say No!' A one anna two....",0,the wife and i saw a preview of this movie while watching another dvd and thought  jon heder  diane keaton  jeff daniels and eli wallach  its gotta be better than summer reruns  so i ordered it from local library  well  any episode of  lawrence welk  would bring more laughs than  mamas boy   i actually felt sorry for the actors for having to read the script in the privacy of their own homes and i couldnt imagine what it must have been like for them to have to actually say their lines in front of a camera  perhaps  at least  maybe next time theyre offered a movie of this sort  theyll  just say no  a one anna two    
"I agree strongly with some of the other critics of this film. I found it incredibly silly (at best) and downright misleading, misinforming and harmful (at worst). Like others, I found this film to be an awful mix of ""real"" science and pseudoscientific, New Age propaganda. <br /><br />As a psychologist, I was especially offended by Candace Pert's contributions. True, I was not a fan of hers before this film, but her discourse on the ""consciousness"" of cells was one of the best examples of taking a term (""consciousness"") that has a predictable meaning to most people and using it in such a distorted manner as to cause it to obscure rather than clarify. It is an old Orwellian mind-f**k that the master himself described so well in his superb essay ""Politics and the English Language."" To refer to ""consciousness"" in this manner--indeed, to refer to this film as ""based in science"" in general (which is its clear intent)--is to use language in the same manner employed by Stalin when he labeled his slave-states ""democratic republics"" and Hitler when he called his party a ""socialist workers"" movement.<br /><br />I don't claim to really understand quantum physics. I know enough about it to know that to really understand it would take considerable study. Ah, but we Americans do love ""instant enlightenment,"" and that's what this mistake of a film tries to accomplish. If it ASKED questions, that would be one thing, but it clearly attempts to ask and ANSWER them, which no film could possibly do simply because we are far, far away from the answers (if they indeed exist).<br /><br />By the way, ethically this film needed a disclaimer about the association of several ""expert commentators"" with the Maharishi Mahesh Yogi (and TM), not to mention J.Z. Knight, who often speaks in her ""Ramtha"" voice. (I'm always amazed at this channeled 10,000 year-old Atlantean superman's grasp of 21st century concepts and terminology. But then again, this film argues that the past, present and future are all one and the same, so if Ramtha existed in Atlantis 10,000 years ago, I suppose he could exist now and tomorrow. Only, then how come his financial advice has been so incredibly bad for his followers? Oh, I forgot, I'm the creator of ""good"" and ""bad"" advice, so it's all my fault, not Ramtha's.)<br /><br />What a mess.",0,i agree strongly with some of the other critics of this film  i found it incredibly silly  at best  and downright misleading  misinforming and harmful  at worst   like others  i found this film to be an awful mix of  real  science and pseudoscientific  new age propaganda   as a psychologist  i was especially offended by candace perts contributions  true  i was not a fan of hers before this film  but her discourse on the  consciousness  of cells was one of the best examples of taking a term   consciousness   that has a predictable meaning to most people and using it in such a distorted manner as to cause it to obscure rather than clarify  it is an old orwellian mind f  k that the master himself described so well in his superb essay  politics and the english language   to refer to  consciousness  in this manner  indeed  to refer to this film as  based in science  in general  which is its clear intent   is to use language in the same manner employed by stalin when he labeled his slave states  democratic republics  and hitler when he called his party a  socialist workers  movement  i dont claim to really understand quantum physics  i know enough about it to know that to really understand it would take considerable study  ah  but we americans do love  instant enlightenment   and thats what this mistake of a film tries to accomplish  if it asked questions  that would be one thing  but it clearly attempts to ask and answer them  which no film could possibly do simply because we are far  far away from the answers  if they indeed exist   by the way  ethically this film needed a disclaimer about the association of several  expert commentators  with the maharishi mahesh yogi  and tm   not to mention j z  knight  who often speaks in her  ramtha  voice   im always amazed at this channeled 10 000 year old atlantean supermans grasp of 21st century concepts and terminology  but then again  this film argues that the past  present and future are all one and the same  so if ramtha existed in atlantis 10 000 years ago  i suppose he could exist now and tomorrow  only  then how come his financial advice has been so incredibly bad for his followers  oh  i forgot  im the creator of  good  and  bad  advice  so its all my fault  not ramthas   what a mess 
"This is probably the best documentary I have seen in a very long time. Jonny Kennedy was and is still is a tragically beautiful inspiration. Not only was he a survivor of one of the most painful diseases out there, but he used his beauty to show the world that there is life after death and never to give up reaching people and spreading his love. Watching minutes of his life long struggle was heart-wrenching. Listening to his smart ass remarks and seeing his adorable gestures was heartwarming. And seeing him smile was indescribable. I feel blessed to have been able to be touched by this tiny giant. Please, if you ever have a chance to watch this film - consider yourself lucky to have met Jonny Kennedy.",1,this is probably the best documentary i have seen in a very long time  jonny kennedy was and is still is a tragically beautiful inspiration  not only was he a survivor of one of the most painful diseases out there  but he used his beauty to show the world that there is life after death and never to give up reaching people and spreading his love  watching minutes of his life long struggle was heart wrenching  listening to his smart ass remarks and seeing his adorable gestures was heartwarming  and seeing him smile was indescribable  i feel blessed to have been able to be touched by this tiny giant  please  if you ever have a chance to watch this film   consider yourself lucky to have met jonny kennedy 
